ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,annual_departure_count,median_monthly_dep_cnt,mean_monthly_dep_cnt,airline_count,median_dep_delay,mean_dep_delay,annual_cancellations,pct_flts_cx
14952,SPI,"Springfield, IL",IL,635,110,106,3,-6,7,49,7.72
14955,SPN,"Saipan, TT",TT,147,24,24,1,-15,-11,5,3.4
14960,SPS,"Wichita Falls, TX",TX,386,67,64,1,-6,0,42,10.88
14986,SRQ,"Sarasota/Bradenton, FL",FL,3883,634,647,14,-6,5,572,14.73
15008,STC,"St. Cloud, MN",MN,83,10,14,1,-2,4,10,12.05
15016,STL,"St. Louis, MO",MO,23388,3993,3898,17,-4,3,3054,13.06
15023,STS,"Santa Rosa, CA",CA,1373,228,229,4,-7,-0,123,8.96
15024,STT,"Charlotte Amalie, VI",VI,1542,261,257,5,-6,6,96,6.23
15027,STX,"Christiansted, VI",VI,363,58,60,3,-6,8,11,3.03
15041,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,634,108,106,2,-5,7,141,22.24
15048,SUX,"Sioux City, IA",IA,361,58,60,1,-5,2,49,13.57
15070,SWF,"Newburgh/Poughkeepsie, NY",NY,688,119,115,4,-7,3,102,14.83
15074,SWO,"Stillwater, OK",OK,265,45,44,1,-8,6,22,8.3
15096,SYR,"Syracuse, NY",NY,4941,806,824,18,-7,5,772,15.62
15249,TLH,"Tallahassee, FL",FL,2165,368,361,6,-5,5,225,10.39
15295,TOL,"Toledo, OH",OH,753,124,126,4,-7,4,97,12.88
15304,TPA,"Tampa, FL",FL,26180,4501,4363,12,-4,3,3082,11.77
15323,TRI,"Bristol/Johnson City/Kingsport, TN",TN,1541,249,257,7,-5,4,148,9.6
15356,TTN,"Trenton, NJ",NJ,832,131,139,1,-7,4,83,9.98
15370,TUL,"Tulsa, OK",OK,5495,915,916,17,-5,2,703,12.79
15376,TUS,"Tucson, AZ",AZ,6861,1158,1144,15,-5,4,647,9.43
15380,TVC,"Traverse City, MI",MI,1458,250,243,11,-8,6,143,9.81
15389,TWF,"Twin Falls, ID",ID,390,58,65,1,-5,-0,11,2.82
15401,TXK,"Texarkana, AR",AR,371,64,62,1,-8,5,27,7.28
15411,TYR,"Tyler, TX",TX,551,78,92,3,-7,2,74,13.43
15412,TYS,"Knoxville, TN",TN,6261,1060,1044,15,-7,3,832,13.29
15454,UIN,"Quincy, IL",IL,10,10,10,1,-8,-8,0,0
15582,VEL,"Vernal, UT",UT,247,45,41,1,-10,-1,26,10.53
15607,VLD,"Valdosta, GA",GA,359,63,60,2,-2,14,20,5.57
15624,VPS,"Valparaiso, FL",FL,2692,508,449,11,-7,3,497,18.46
15841,WRG,"Wrangell, AK",AK,356,59,59,1,-12,-3,8,2.25
15897,WYS,"West Yellowstone, MT",MT,53,26,26,1,-8,-6,2,3.77
15919,XNA,"Fayetteville, AR",AR,4875,812,812,15,-6,2,583,11.96
15991,YAK,"Yakutat, AK",AK,337,58,56,1,-16,-13,25,7.42
16101,YKM,"Yakima, WA",WA,402,64,67,1,-5,3,31,7.71
16218,YUM,"Yuma, AZ",AZ,729,126,122,2,-6,2,61,8.37
16869,XWA,"Williston, ND",ND,578,98,96,2,-5,9,49,8.48
